"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Confidence","OTU"
"10018c56fde53f17db766970b2f30cc9","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis_mosseae","0.9436351","10018c56fde53f17db766970b2f30cc9"
"10034a0d6e7411b434e5e92ed75a55ba","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8210798","10034a0d6e7411b434e5e92ed75a55ba"
"1005564c04966e39f5bde892967bd1f6","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae","0.7477972","1005564c04966e39f5bde892967bd1f6"
"10087e6ea96c99717716f780606fd881","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Hyphodermataceae","Hyphoderma","unidentified","0.9926979","10087e6ea96c99717716f780606fd881"
"100bbb9dbc17922d3ad3be3ed874b393","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,"0.9383812","100bbb9dbc17922d3ad3be3ed874b393"
"100fa028b1875cf049a05599c99ba45d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","100fa028b1875cf049a05599c99ba45d"
"10167c1a821a05698d493feb1fc60f1c","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10167c1a821a05698d493feb1fc60f1c"
"101b928230b69dcea29290e559a7bbf9","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unidentified","unidentified","unidentified","0.8586147","101b928230b69dcea29290e559a7bbf9"
"101c83a5493d8edb6e0d7a16d27a4f7e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7781901","101c83a5493d8edb6e0d7a16d27a4f7e"
"102c5f9b8a09d16d14ba3587beda269a","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","unidentified","unidentified","unidentified","0.9262328","102c5f9b8a09d16d14ba3587beda269a"
"1031c35562dfe272194fbfdd47adc1a7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1031c35562dfe272194fbfdd47adc1a7"
"1039e1de48792dd2e42c3f5b03ce88f6","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1039e1de48792dd2e42c3f5b03ce88f6"
"103cc78f4fc9c36f0b0c82a403d4ba4b","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unidentified","0.8539319","103cc78f4fc9c36f0b0c82a403d4ba4b"
"103f3fd607ad3df70ccf77ba65389fc6","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8218630","103f3fd607ad3df70ccf77ba65389fc6"
"104c4865d2056654e86731d4a7317a36","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"0.9996153","104c4865d2056654e86731d4a7317a36"
"1050cd7be4c7071be5af3597f9dd58e7","Fungi","Ascomycota","Dothideomycetes","Microthyriales","unidentified","unidentified","unidentified","0.9992518","1050cd7be4c7071be5af3597f9dd58e7"
"105a4f8a03ce4efd0ce3720cb323bf09","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","105a4f8a03ce4efd0ce3720cb323bf09"
"105e37f7f5818511584e5f85f7e08333","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","105e37f7f5818511584e5f85f7e08333"
"1061223a6819f7a2869183fd2ef3a3b2","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7546427","1061223a6819f7a2869183fd2ef3a3b2"
"106469cda24dd6018b36788e27353b00","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","106469cda24dd6018b36788e27353b00"
"10690a9d0ef6d0eb3fc5831ac3a7c227","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium",NA,"0.9184055","10690a9d0ef6d0eb3fc5831ac3a7c227"
"10705702634576e4585e41d5b9be76a1","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10705702634576e4585e41d5b9be76a1"
"1072afe6f7572cf7fee6ce7f8a3731d7","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_lemhiflumine","0.8097285","1072afe6f7572cf7fee6ce7f8a3731d7"
"1079aa46f889d68ee73b7477e1b57461","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1079aa46f889d68ee73b7477e1b57461"
"107d645e294262407a9f3de0fb80c30e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola",NA,"0.9353906","107d645e294262407a9f3de0fb80c30e"
"10827e6b67f054afa57c0985ebdf8008","Fungi","Ascomycota",NA,NA,NA,NA,NA,"0.9985519","10827e6b67f054afa57c0985ebdf8008"
"108cf576f6ddcc4bd34ded12aaa94107","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"0.9327700","108cf576f6ddcc4bd34ded12aaa94107"
"108fa996eed2e45d5d387f2959a88c05","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","108fa996eed2e45d5d387f2959a88c05"
"109074cee96db6c8ba8096c63a2ad9e7","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","Leucoagaricus_meleagris","0.9505989","109074cee96db6c8ba8096c63a2ad9e7"
"10951dbc669a10b422f1d9faf45001b7","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Udeniomyces","Udeniomyces_puniceus","0.9970743","10951dbc669a10b422f1d9faf45001b7"
"10a890f95e77d61be2056b58f85cea52","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10a890f95e77d61be2056b58f85cea52"
"10ad6f65ce27909c3e9c29614a1fd33b","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7717624","10ad6f65ce27909c3e9c29614a1fd33b"
"10b38c077aaac8f51b8a4df718f729d3","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8266386","10b38c077aaac8f51b8a4df718f729d3"
"10bcffcbf714e14b3bef21bc3a929a8c","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"0.9991507","10bcffcbf714e14b3bef21bc3a929a8c"
"10c897480fa7a5cb75143902d0abed62","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10c897480fa7a5cb75143902d0abed62"
"10c9237f0f50cd2cdd9bdec3ba4b2731","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7717175","10c9237f0f50cd2cdd9bdec3ba4b2731"
"10d3b27f6a1396cbfdaa8db41468e149","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8075610","10d3b27f6a1396cbfdaa8db41468e149"
"10d5d7a823222c81ede8983cdfb7bcef","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8303306","10d5d7a823222c81ede8983cdfb7bcef"
"10d768dfb93c00435502987772ff5435","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10d768dfb93c00435502987772ff5435"
"10df9de0d415eb7d00ea19a3aafd4daa","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8155551","10df9de0d415eb7d00ea19a3aafd4daa"
"10e0e374813010e1b4e213275918d38f","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8358036","10e0e374813010e1b4e213275918d38f"
"10e3096fc721ef480af39f408cfe125f","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","Torula_masonii","0.9999998","10e3096fc721ef480af39f408cfe125f"
"10f14d45c09d5857512c3528147a1c7d","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","0.7725243","10f14d45c09d5857512c3528147a1c7d"
"10f25471331c88d7ca7e8ceb16a8cd61","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8332017","10f25471331c88d7ca7e8ceb16a8cd61"
"10f6307499d0185d55a059014bff0482","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10f6307499d0185d55a059014bff0482"
"10f7a4a94e749621c4eac45ca4b376d8","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7764926","10f7a4a94e749621c4eac45ca4b376d8"
"10fe1f052ff473a262dbc705ff88922a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","10fe1f052ff473a262dbc705ff88922a"
"11012d6ac754fbee22b6d8af14075f06","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"0.8277531","11012d6ac754fbee22b6d8af14075f06"
"1105ece178fbf3714f2bfd02dae17d3f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1105ece178fbf3714f2bfd02dae17d3f"
"1107db92c9bf95f6ebc243d4a2e2ef9a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1107db92c9bf95f6ebc243d4a2e2ef9a"
"1107ff1930cf8df581222aea7651aa00","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8889062","1107ff1930cf8df581222aea7651aa00"
"110f8b852db67151f1d93f31a0c87ad4","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Chlorophyllum","Chlorophyllum_brunneum","0.9998321","110f8b852db67151f1d93f31a0c87ad4"
"110fb1fc560a9f06bb8bf9b1af149902","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,"0.7219175","110fb1fc560a9f06bb8bf9b1af149902"
"1114a80a988526a94c6e180302476144","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1114a80a988526a94c6e180302476144"
"11185cd4250638254b4db3bdd0c1c60b","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,"0.8677686","11185cd4250638254b4db3bdd0c1c60b"
"1119c70441c13da7f3f1eccb3d1fd133","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1119c70441c13da7f3f1eccb3d1fd133"
"111ab236c82af2549fca12bc39e5647e","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium_creatinivorum","0.7446135","111ab236c82af2549fca12bc39e5647e"
"1120ec6760004900e8371b6b5b1edd42","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"0.9979813","1120ec6760004900e8371b6b5b1edd42"
"1124fc40831d255b651086edd50becf9","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7971694","1124fc40831d255b651086edd50becf9"
"1125f6c296298358d11722cc28215cc9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1125f6c296298358d11722cc28215cc9"
"11270eb6f4fa8607cb44297f37e1ce47","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria","Laetisaria_arvalis","0.9994014","11270eb6f4fa8607cb44297f37e1ce47"
"112f86fb434156bd3bf5ccd46fe7f5e9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","112f86fb434156bd3bf5ccd46fe7f5e9"
"1130598f931bd6e0f0da38e7cc363b8c","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.9939481","1130598f931bd6e0f0da38e7cc363b8c"
"1134bb66af0be7d1b58d7acbba529ab3","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7109734","1134bb66af0be7d1b58d7acbba529ab3"
"1135ab03ea4521960ba5ae307c8a912e","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7329397","1135ab03ea4521960ba5ae307c8a912e"
"11383b04a7eff3c2f294ce958767b49d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.9155716","11383b04a7eff3c2f294ce958767b49d"
"113f888674e1ecfcd1103863e8afbdfe","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified","0.7370819","113f888674e1ecfcd1103863e8afbdfe"
"11460e2ca559c2ddfd7d91c5aa3e4975","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9411112","11460e2ca559c2ddfd7d91c5aa3e4975"
"115c064ead9a3682c17ddaa64613b91e","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","0.9206196","115c064ead9a3682c17ddaa64613b91e"
"115cd7261ee7cc2a6309154449f296e5","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unidentified","unidentified","0.9624761","115cd7261ee7cc2a6309154449f296e5"
"115e8b0c52e30c8461609441c83dfe65","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8060270","115e8b0c52e30c8461609441c83dfe65"
"115edee424dba50ed3e47c7cae442643","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus_devoniensis","0.9814476","115edee424dba50ed3e47c7cae442643"
"1163729fa79c66f293bf65ea5404218a","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8020439","1163729fa79c66f293bf65ea5404218a"
"1165a2f3cc20ea008f097fc248522aa7","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8031510","1165a2f3cc20ea008f097fc248522aa7"
"1166de25eba3feca53b61d915cd69e58","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Leptographium","Leptographium_piriforme","1.0000000","1166de25eba3feca53b61d915cd69e58"
"1172c11f25bfbb3f150d4f4e58ef87c4","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia",NA,"0.8894690","1172c11f25bfbb3f150d4f4e58ef87c4"
"11742323b458bd2b3dee3d13566f352d","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11742323b458bd2b3dee3d13566f352d"
"1179be738dc1f0fc3f07937438e4f594","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina","0.9996321","1179be738dc1f0fc3f07937438e4f594"
"117f76ddb964080ab66625b2f80b2685","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","unidentified","unidentified","unidentified","0.9997826","117f76ddb964080ab66625b2f80b2685"
"11827b20a92b07b8248b4a0b60ce18ab","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_ligniaria","0.7974846","11827b20a92b07b8248b4a0b60ce18ab"
"119d2214af35f0c22d8a90e8a7c7321a","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","119d2214af35f0c22d8a90e8a7c7321a"
"119d5b09b2bc787ec7b7662b4f2db43f","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","119d5b09b2bc787ec7b7662b4f2db43f"
"119daf505bb8fb4e2b1719c527e1f9cc","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","119daf505bb8fb4e2b1719c527e1f9cc"
"119f9d1b403e410dbb522c46a5c79a18","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","119f9d1b403e410dbb522c46a5c79a18"
"11a20571fd5358a0072590cf2669e3ec","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_gamsii","0.7377152","11a20571fd5358a0072590cf2669e3ec"
"11a4a16ab56e18daf963d59436561f95","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus_macrocarpum","0.9978196","11a4a16ab56e18daf963d59436561f95"
"11a4bbfd8b60e4e8b6b10bb64f8c2208","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8166103","11a4bbfd8b60e4e8b6b10bb64f8c2208"
"11a4f1e87106772d7e7478aceb1333dc","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11a4f1e87106772d7e7478aceb1333dc"
"11a5c9475bf35c3f8089984d7672e18b","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis",NA,NA,"0.9045664","11a5c9475bf35c3f8089984d7672e18b"
"11a5e7366674d611c255ab065146ef84","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11a5e7366674d611c255ab065146ef84"
"11a7e4ee01e915d23b8fbf4020752bc9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11a7e4ee01e915d23b8fbf4020752bc9"
"11ab9fae45a0edd50d6825d828773afa","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.7868389","11ab9fae45a0edd50d6825d828773afa"
"11b4f6ae498dd53d58dcdd645ca6dfdc","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus_macrocarpum","0.9942449","11b4f6ae498dd53d58dcdd645ca6dfdc"
"11b65675072e1294e1239189688b6ef2","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11b65675072e1294e1239189688b6ef2"
"11b8ddd3700708ce2a492b8a5c6b5057","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys_chartarum","0.9985681","11b8ddd3700708ce2a492b8a5c6b5057"
"11cc059e9ad307a9599e206500389dda","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae",NA,NA,"0.9910335","11cc059e9ad307a9599e206500389dda"
"11cc0760e60fd9f90f30f3cb46c66d68","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","unidentified","0.9998961","11cc0760e60fd9f90f30f3cb46c66d68"
"11cc15ec9c0905b2c8dc35446e9aa7f4","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7683938","11cc15ec9c0905b2c8dc35446e9aa7f4"
"11ceaddc7cfab734efd281d89dcee867","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11ceaddc7cfab734efd281d89dcee867"
"11ddd1e8ca2db4afb4abb2b899bfcc4f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Lindtneria","unidentified","0.9970329","11ddd1e8ca2db4afb4abb2b899bfcc4f"
"11ddd464d6ea7929a5000ed045493207","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","11ddd464d6ea7929a5000ed045493207"
"11dff29ddc74ff0a5537f6467d293c0d","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7626741","11dff29ddc74ff0a5537f6467d293c0d"
"11e40ed97d39384141439352445a8b64","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.9233701","11e40ed97d39384141439352445a8b64"
"11e4d293ccd4963d31e31e517f1354e1","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","Powellomyces_hirtus","1.0000000","11e4d293ccd4963d31e31e517f1354e1"
"11e697790c1118e8b501f5e62f88d9c6","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8525772","11e697790c1118e8b501f5e62f88d9c6"
"11e9d16d2c7cb55e54b758ce739f170c","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7860410","11e9d16d2c7cb55e54b758ce739f170c"
"11eec307457dc90a78c3c337a9edbca1","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Schenella","unidentified","1.0000000","11eec307457dc90a78c3c337a9edbca1"
"11f6563a20f33d102acaf763999445ed","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"0.9991902","11f6563a20f33d102acaf763999445ed"
"11f80111dc2eb04ba72dff5563f86362","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA,"0.9991258","11f80111dc2eb04ba72dff5563f86362"
"11fa64b4698707f041f6ade7decbb1c9","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.7375416","11fa64b4698707f041f6ade7decbb1c9"
"1201ae56922c2dfb9fd11667f6c53c4b","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1201ae56922c2dfb9fd11667f6c53c4b"
"12061ea45da9f4f30b74d9347966beab","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae",NA,NA,"0.7953142","12061ea45da9f4f30b74d9347966beab"
"120a4637b98b401b7e121e1b5119e5d7","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","120a4637b98b401b7e121e1b5119e5d7"
"120e0a32fa2cd9d0e8f2c7c1fb0fff89","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","120e0a32fa2cd9d0e8f2c7c1fb0fff89"
"1213036e0632ebd6ffa6d00c561c0fae","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8380451","1213036e0632ebd6ffa6d00c561c0fae"
"121573d2f53ff36ce8e69fb94b8f8ee9","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","121573d2f53ff36ce8e69fb94b8f8ee9"
"121bc4059818b7129f5a78293611327b","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified","0.8814586","121bc4059818b7129f5a78293611327b"
"121d2a94ac685e36dabde50eeccfbfb3","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"0.9485071","121d2a94ac685e36dabde50eeccfbfb3"
"1226b32d061f8f9135db4beb82413001","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","0.8269516","1226b32d061f8f9135db4beb82413001"
"1231a1f120b12113ed3d0fe1c559effd","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","1231a1f120b12113ed3d0fe1c559effd"
"123ba1d14da255a2ac47c854ec5ba2b0","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_scabrosum","0.8472978","123ba1d14da255a2ac47c854ec5ba2b0"
"1240e78166d007ce8359fb903f734ce1","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"0.9294771","1240e78166d007ce8359fb903f734ce1"
"12415481a7aeab8a51ca2164e8706929","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis",NA,NA,"0.9937290","12415481a7aeab8a51ca2164e8706929"
"1243b3578abdf0a1901be23813937cc2","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium_marquandii","0.9989830","1243b3578abdf0a1901be23813937cc2"
"124d8ac252eb70bce067b829b55c5117","Fungi","unidentified",NA,NA,NA,NA,NA,"1.0000000","124d8ac252eb70bce067b829b55c5117"
"1268cb997294122b61c5b686d65cab2d","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"0.9962914","1268cb997294122b61c5b686d65cab2d"
"126ddbfb7cac88324924ce114058c945","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","Cistella_albidolutea","0.8356832","126ddbfb7cac88324924ce114058c945"
